transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0823N005,N005,BPI Novaliches San Bartolome Branch ATM,encashment,9,6,15,2025-08-23,positive,4.39,Wonderful experience! Staff made banking easy and convenient.,
BPI0823N006,N006,BPI San Lazaro Vertex One Branch,withdrawal,1,1,2,2025-08-23,positive,4.79,"Fast tellers, clean bathrooms lol",
BPI0823N003,N003,BPI Alabang Hills Branch,encashment,3,2,5,2025-08-23,neutral,2.47,"Interest rates are market standard, nothing special offered.",
BPI0823N005,N005,BPI Navotas M. Naval Branch,encashment,5,5,10,2025-08-23,positive,3.35,Branch manager personally handled my complaint. Excellent!,
BPI0823B002,B002,BPI ABS-CBN Branch,account service,11,14,25,2025-08-23,positive,3.68,Credit card application processed same day. Impressive!,
BPI0823N004,N004,BPI Dr. A. Santos Avenue BF Branch,withdrawal,5,3,8,2025-08-23,positive,3.55,Amazing customer service today,
BPI0823N001,N001,BPI Chino Roces Ext. Branch,encashment,2,2,4,2025-08-23,positive,4.32,Great branch! Modern facilities and efficient service.,
BPI0823N005,N005,BPI Novaliches Sarmiento Branch,withdrawal,2,1,3,2025-08-23,positive,3.26,Staff explained everything clearly. Great customer service!,
BPI0823N005,N005,BPI U.P. Techno Hub Branch,withdrawal,1,1,2,2025-08-23,neutral,2.95,"Loan process was by-the-book, no surprises either way.",
BPI0823N002,N002,BPI The Residences At Greenbelt Branch,encashment,3,4,7,2025-08-23,positive,5.0,Foreign exchange rates are better than competitors.,
BPI0823B001,B001,BPI Pasig Buting Branch,account service,21,25,46,2025-08-23,neutral,2.07,Credit card terms are standard for the industry.,
BPI0823N006,N006,BPI Quezon Avenue-EDSA Branch,transfer,2,2,4,2025-08-23,neutral,2.74,Standard procedures followed. Nothing remarkable happened.,
BPI0823N005,N005,BPI Ayala Columns Branch,transfer,2,2,4,2025-08-23,neutral,2.51,Fair service quality. Expected better but okay overall.,
BPI0823N005,N005,BPI Las Pinas Cittadella Branch,deposit,6,6,12,2025-08-23,neutral,2.54,Account statements are clear and easy to understand.,
BPI0823N003,N003,BPI Harrison Buendia Branch,withdrawal,1,1,2,2025-08-23,neutral,2.45,Security measures seem adequate for today's standards.,
BPI0823N007,N007,BPI Ortigas San Miguel Branch,withdrawal,2,2,4,2025-08-23,positive,4.61,Online banking platform is user-friendly and secure.,
BPI0823N006,N006,BPI Glorietta Mall Ground Level Branch,account service,7,8,15,2025-08-23,positive,3.3,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823N008,N008,BPI Remedios Branch,deposit,2,2,4,2025-08-23,positive,4.07,"Parking was easy, service quick",
BPI0823N001,N001,BPI Plaza Cervantes Branch,customer service,5,6,11,2025-08-23,positive,3.66,Foreign exchange rates are better than competitors.,
BPI0823N002,N002,BPI Aurora Hemady Branch,transfer,4,3,7,2025-08-23,positive,4.7,Credit card application processed same day. Impressive!,
BPI0823N006,N006,BPI Las Pinas Cittadella Branch,encashment,3,2,5,2025-08-23,positive,4.42,Interest rates are competitive. Happy with my savings account.,
BPI0823B001,B001,BPI Dewey Branch,deposit,8,6,14,2025-08-23,neutral,2.76,"Not great, not terrible either",
BPI0823N003,N003,BPI Scout Limbaga-Tobias Branch,transfer,2,2,4,2025-08-23,positive,3.02,Credit card application processed same day. Impressive!,
BPI0823B001,B001,BPI Ayala Malls Circuit Branch,withdrawal,3,3,6,2025-08-23,positive,4.32,Mobile check deposit feature saves so much time.,
BPI0823N001,N001,BPI Dewey Branch,withdrawal,2,2,4,2025-08-23,positive,3.27,Friendly faces everywhere,
BPI0823N008,N008,BPI Pateros Branch,account service,13,20,33,2025-08-23,negative,1.62,Very long waiting time. Poor queue management system.,
BPI0823N006,N006,BPI Novaliches Sarmiento Branch,withdrawal,2,1,3,2025-08-23,positive,4.57,Amazing customer service today,
BPI0823N005,N005,BPI Ali Mall Cubao Branch,account service,5,7,12,2025-08-23,positive,4.52,Branch manager personally handled my complaint. Excellent!,
BPI0823N002,N002,BPI Congressional Avenue Branch,customer service,3,5,8,2025-08-23,positive,4.36,Branch manager personally handled my complaint. Excellent!,
BPI0823B003,B003,BPI Alfaro Branch,transfer,5,4,9,2025-08-23,positive,3.02,Personalized financial advice helped me plan better.,
BPI0823N009,N009,BPI Pateros Branch,deposit,2,2,4,2025-08-23,positive,3.17,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N004,N004,BPI Kalentong Branch,account service,5,7,12,2025-08-23,neutral,2.62,"Average wait time, decent staff. Typical bank visit.",
BPI0823N004,N004,BPI Old Sta. Mesa,deposit,1,1,2,2025-08-23,positive,4.97,Branch renovation looks modern and welcoming now.,
BPI0823N002,N002,BPI Plaza Cervantes Branch,withdrawal,1,2,3,2025-08-23,neutral,2.92,Account statements are clear and easy to understand.,
BPI0823N005,N005,BPI Trinoma North Branch,customer service,13,15,28,2025-08-23,neutral,2.1,ATM network coverage is decent in most areas.,
BPI0823N007,N007,BPI Roosevelt Branch,deposit,8,8,16,2025-08-23,neutral,2.46,Regular branch. No surprises.,
BPI0823N007,N007,BPI Glorietta Mall Ground Level Branch,transfer,1,1,2,2025-08-23,positive,4.19,Best bank in the area. Never had any issues with their service.,
BPI0823N004,N004,BPI Retiro Kanlaon Branch,customer service,5,5,10,2025-08-23,neutral,2.59,"Processing times are average, neither fast nor slow.",
BPI0823N004,N004,BPI Vito Cruz Harrison Branch,withdrawal,2,2,4,2025-08-23,positive,4.44,Open on weekends which is very convenient for working people.,
BPI0823B001,B001,BPI Intramuros Branch,withdrawal,5,5,10,2025-08-23,neutral,2.51,Customer communication could be more proactive overall.,
BPI0823B001,B001,BPI Bel-Air Paseo Branch,loan,23,22,45,2025-08-23,positive,3.22,Student account benefits are amazing. No fees at all!,
BPI0823N003,N003,BPI Congressional Avenue Branch,deposit,6,5,11,2025-08-23,positive,3.9,"Fast tellers, clean bathrooms lol",
BPI0823N005,N005,BPI Project 8 Short Horn Branch,account service,8,11,19,2025-08-23,positive,3.79,Best bank in the area. Never had any issues with their service.,
BPI0823B002,B002,BPI Espana UST Branch,withdrawal,1,1,2,2025-08-23,neutral,2.88,Customer portal has essential features but nothing innovative.,
BPI0823B001,B001,BPI Ayala North Exchange Branch,withdrawal,1,1,2,2025-08-23,positive,4.59,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N003,N003,BPI Morayta-FEU Branch,withdrawal,4,3,7,2025-08-23,positive,3.86,Outstanding customer service. Staff went above and beyond.,
BPI0823N010,N010,BPI Ortigas Sapphire Branch,account service,15,16,31,2025-08-23,negative,1.57,No proper social distancing. Safety protocols ignored.,
BPI0823N006,N006,BPI Alabang Civic Place Branch,withdrawal,2,1,3,2025-08-23,positive,4.31,Business banking solutions perfectly fit our company needs.,
BPI0823N007,N007,BPI Alabang Civic Place Branch,encashment,3,3,6,2025-08-23,positive,3.2,Loan approval was surprisingly fast. Great rates too!,
BPI0823N004,N004,BPI Ayala Paseo Branch,deposit,5,4,9,2025-08-23,positive,3.37,24/7 customer service actually works! Got help at midnight.,
BPI0823N004,N004,BPI Rockwell Branch,transfer,4,4,8,2025-08-23,positive,4.48,Professional and courteous staff,
BPI0823N004,N004,BPI Grace Park 2nd Ave. Branch,deposit,2,1,3,2025-08-23,positive,4.21,Fraud protection caught suspicious activity immediately.,
BPI0823B001,B001,BPI Kamias EDSA Branch,customer service,4,7,11,2025-08-23,positive,3.83,Quick response to account security concerns. Very professional.,
BPI0823N003,N003,BPI Mandaluyong Greenfield District Branch,encashment,11,8,19,2025-08-23,positive,3.77,Debt consolidation loan helped me get back on track.,
BPI0823N004,N004,BPI San Antonio Kamagong Branch,encashment,2,2,4,2025-08-23,positive,4.27,Foreign exchange rates are better than competitors.,
BPI0823N004,N004,BPI Blue Ridge Boni Serrano Branch,transfer,7,5,12,2025-08-23,neutral,2.38,Typical bank experience,
BPI0823N004,N004,BPI Timog Avenue Branch,deposit,1,1,2,2025-08-23,positive,3.66,Branch renovation looks modern and welcoming now.,
BPI0823B001,B001,BPI Market Market Branch,deposit,8,9,17,2025-08-23,neutral,2.25,Security measures seem adequate for today's standards.,
BPI0823B001,B001,BPI Congressional Avenue Branch,customer service,3,4,7,2025-08-23,positive,5.0,Modern branch with excellent customer service standards.,
BPI0823N007,N007,BPI Marulas Branch,withdrawal,2,1,3,2025-08-23,positive,4.57,Mobile check deposit feature saves so much time.,
BPI0823N002,N002,BPI Alfaro Branch,customer service,12,12,24,2025-08-23,positive,3.51,Security measures are top-notch. Feel safe banking here.,
BPI0823N004,N004,BPI Meralco Branch,transfer,2,1,3,2025-08-23,positive,3.44,Excellent service! Staff was very helpful and quick processing.,
BPI0823N003,N003,BPI Monumento Branch,encashment,8,6,14,2025-08-23,positive,3.57,Fraud protection caught suspicious activity immediately.,
BPI0823B001,B001,BPI Vito Cruz Harrison Branch,customer service,6,5,11,2025-08-23,positive,4.76,Amazing digital banking features! Mobile app works flawlessly.,
BPI0823N005,N005,BPI Pilar Village Branch,transfer,2,1,3,2025-08-23,positive,4.53,Loan approval was surprisingly fast. Great rates too!,
BPI0823N007,N007,BPI Pasig Buting Branch,transfer,6,6,12,2025-08-23,neutral,2.26,"Gets the job done, I guess",
BPI0823B001,B001,BPI Malabon Gen. Luna Branch,deposit,6,9,15,2025-08-23,neutral,2.19,"Gets the job done, I guess",
BPI0823N005,N005,BPI Pasig Capitolyo Branch,transfer,1,1,2,2025-08-23,positive,4.92,Refinancing process was hassle-free with great new rates.,
BPI0823B002,B002,BPI Las Pinas Branch,withdrawal,1,1,2,2025-08-23,positive,3.74,Best bank staff ever! Always smiling,
BPI0823B002,B002,BPI East Avenue Branch,transfer,2,2,4,2025-08-23,positive,4.83,Fast and accurate processing. Keep up the good work!,
BPI0823N002,N002,BPI Makati Main Branch,deposit,3,2,5,2025-08-23,positive,4.25,Staff remembered my name. Sweet!,
BPI0823B001,B001,BPI Alabang Ayala Life Branch,withdrawal,1,1,2,2025-08-23,neutral,2.96,Online banking works fine most of the time.,
BPI0823N005,N005,BPI Pasig C. Raymundo Branch,deposit,2,2,4,2025-08-23,positive,3.14,Foreign exchange rates are better than competitors.,
BPI0823N004,N004,BPI Navotas Branch,deposit,4,5,9,2025-08-23,positive,4.06,Staff was patient in explaining loan details. Great service!,
BPI0823N003,N003,BPI Marikina W. Paz Branch ATM,transfer,7,6,13,2025-08-23,neutral,2.6,Standard banking service. Met basic expectations.,
BPI0823N004,N004,BPI Pasay D. Macapagal Ave. Branch,withdrawal,5,4,9,2025-08-23,positive,3.54,Tax preparation service saved me time and money.,
BPI0823N006,N006,BPI Ayala Columns Branch,account service,7,9,16,2025-08-23,positive,3.36,Quick and professional service. Highly recommended branch.,
BPI0823N003,N003,BPI Infinity Branch,transfer,2,1,3,2025-08-23,positive,4.62,Insurance products are reasonably priced and comprehensive.,
BPI0823N004,N004,BPI Shaw Acacia Lane Branch,transfer,3,2,5,2025-08-23,neutral,2.94,Mortgage rates were competitive when I applied last year.,
BPI0823B001,B001,BPI Commonwealth Branch,withdrawal,6,5,11,2025-08-23,positive,4.05,Fraud protection caught suspicious activity immediately.,
BPI0823N004,N004,BPI Katipunan Loyola Heights Branch,loan,9,13,22,2025-08-23,positive,3.7,Branch renovation looks modern and welcoming now.,
BPI0823N003,N003,BPI QC-Sto Domingo Branch,withdrawal,4,4,8,2025-08-23,positive,3.04,Foreign exchange rates are better than competitors.,
BPI0823N003,N003,BPI Binondo Rosario Branch,deposit,2,2,4,2025-08-23,positive,4.3,Staff was patient in explaining loan details. Great service!,
BPI0823N006,N006,BPI Pandacan West Zamora Branch ATM,encashment,6,5,11,2025-08-23,positive,4.63,"Clean facility, organized queue system. Very satisfied.",
BPI0823B003,B003,BPI E. Rodriguez B.G. Belmonte Branch,withdrawal,1,1,2,2025-08-23,positive,3.35,Teller was courteous and processed my request quickly.,
BPI0823N003,N003,BPI Pasig Blvd. Branch,withdrawal,4,4,8,2025-08-23,positive,4.38,Wealth management team exceeded my expectations completely.,
BPI0823B003,B003,BPI Retiro Mayon Branch,account service,10,13,23,2025-08-23,positive,3.65,Professional and courteous staff,
BPI0823N008,N008,BPI Ortigas San Miguel Branch,deposit,2,2,4,2025-08-23,positive,3.34,Quick and professional service. Highly recommended branch.,
BPI0823N004,N004,BPI Forbes Park Branch,customer service,18,21,39,2025-08-23,neutral,2.2,Systems work reliably most of the time with occasional issues.,
BPI0823B002,B002,BPI Roosevelt Branch,loan,8,16,24,2025-08-23,negative,1.88,Website says open but branch was closed. Poor communication.,
BPI0823N008,N008,BPI Marikina Branch,withdrawal,4,5,9,2025-08-23,positive,3.77,Quick and professional service. Highly recommended branch.,
BPI0823B002,B002,BPI SM Southmall Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Educational workshops on financial literacy were excellent.,
BPI0823N006,N006,BPI Pasig Capitolyo Branch,encashment,5,5,10,2025-08-23,positive,3.86,Refinancing process was hassle-free with great new rates.,
BPI0823N005,N005,BPI Baclaran Branch,withdrawal,1,1,2,2025-08-23,positive,4.65,Financial planning session was informative and helpful.,
BPI0823N006,N006,BPI Shaw Boulevard Branch,transfer,1,1,2,2025-08-23,positive,3.44,No hassle transaction. Staff was accommodating.,
BPI0823N007,N007,BPI Las Pinas Cittadella Branch,encashment,3,3,6,2025-08-23,positive,3.59,Staff remembered my name. Sweet!,
BPI0823N007,N007,BPI Fairview Terraces Branch,deposit,1,1,2,2025-08-23,neutral,2.68,"Gets the job done, I guess",
BPI0823N003,N003,BPI Glorietta Mall Third Level Branch,encashment,6,8,14,2025-08-23,positive,4.44,Very efficient branch. No long waiting time today.,
BPI0823N005,N005,BPI Pasay D. Macapagal Ave. Branch,transfer,2,2,4,2025-08-23,positive,4.27,Staff remembered my name. Sweet!,
BPI0823N004,N004,BPI Binondo Plaza Lorenzo Ruiz Branch,deposit,9,8,17,2025-08-23,positive,3.24,Staff remembered my name. Sweet!,
BPI0823N003,N003,BPI EDSA Monumento,withdrawal,4,5,9,2025-08-23,positive,3.4,"Great location, helpful people",
BPI0823N003,N003,BPI Loyola Katipunan Branch,withdrawal,7,6,13,2025-08-23,neutral,2.29,Standard banking service. Met basic expectations.,
BPI0823N004,N004,BPI Cubao F Castillo Branch,deposit,2,2,4,2025-08-23,neutral,2.73,Online banking works fine most of the time.,
BPI0823N005,N005,BPI Pasig Market Avenue Ext. Branch,deposit,1,1,2,2025-08-23,positive,4.14,Insurance products are reasonably priced and comprehensive.,
BPI0823N001,N001,BPI Robinson Tower Ortigas,transfer,3,1,4,2025-08-23,positive,4.02,Customer loyalty program rewards are actually worthwhile.,
BPI0823B001,B001,BPI Pasay D. Macapagal Ave. Branch,transfer,2,2,4,2025-08-23,positive,4.28,24/7 customer service actually works! Got help at midnight.,
BPI0823N007,N007,BPI Pasig Amang Rodriguez Branch,transfer,2,1,3,2025-08-23,positive,3.96,Investment portfolio performance has been consistently strong.,
BPI0823N007,N007,BPI Buendia Malugay Branch,customer service,4,7,11,2025-08-23,positive,4.6,Educational workshops on financial literacy were excellent.,
BPI0823N004,N004,BPI Marikina Gen Ordonez Branch,transfer,1,1,2,2025-08-23,positive,4.8,Staff was patient in explaining loan details. Great service!,
BPI0823N002,N002,BPI Muntinlupa Alabang Branch,encashment,4,3,7,2025-08-23,positive,3.26,Quick business account setup. Got everything done in one visit.,
BPI0823N005,N005,BPI Navotas Branch,deposit,2,2,4,2025-08-23,neutral,2.74,Standard bank branch. Met minimum service expectations.,
BPI0823N007,N007,BPI Zobel Roxas Branch,transfer,5,3,8,2025-08-23,positive,5.0,Amazing customer service today,
BPI0823N005,N005,BPI Pioneer Center Branch,account service,15,16,31,2025-08-23,positive,3.52,Tax preparation service saved me time and money.,
BPI0823B001,B001,BPI Salcedo Village Branch,withdrawal,2,1,3,2025-08-23,positive,4.21,Online banking platform is user-friendly and secure.,
BPI0823N002,N002,BPI Ayala Insular Branch,deposit,7,5,12,2025-08-23,positive,3.8,Love this branch! Super fast service 👍,
BPI0823N007,N007,BPI Cash And Carry Mall Branch,deposit,2,2,4,2025-08-23,positive,4.08,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823N003,N003,BPI Novaliches SM Hypermarket Branch,transfer,2,1,3,2025-08-23,positive,5.0,Personalized financial advice helped me plan better.,
BPI0823N004,N004,BPI Muntinlupa South Park Branch,transfer,2,2,4,2025-08-23,neutral,2.35,Product offerings are standard for mid-sized regional bank.,
BPI0823N007,N007,BPI Pandacan West Zamora Branch ATM,withdrawal,5,4,9,2025-08-23,positive,3.32,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823N003,N003,BPI Grace Park 11Th Ave Branch,withdrawal,4,4,8,2025-08-23,positive,3.05,Investment portfolio performance has been consistently strong.,
BPI0823N005,N005,BPI Paseo De Roxas Branch,encashment,5,3,8,2025-08-23,neutral,2.78,Service was okay. Nothing special.,
BPI0823N005,N005,BPI Fairview Branch ,withdrawal,1,1,2,2025-08-23,positive,4.21,"Fast transaction, friendly staff. Will come back again.",
BPI0823B002,B002,BPI Retiro Kanlaon Branch,withdrawal,2,1,3,2025-08-23,neutral,2.77,Business banking services meet our basic requirements.,
BPI0823N005,N005,BPI Meralco Branch,deposit,1,1,2,2025-08-23,positive,4.14,Student account benefits are amazing. No fees at all!,
BPI0823N009,N009,BPI Ayala Malls Vertis North Branch,withdrawal,5,5,10,2025-08-23,positive,3.18,Investment portfolio performance has been consistently strong.,
BPI0823N006,N006,BPI Meralco Branch,deposit,6,4,10,2025-08-23,positive,3.76,Refinancing process was hassle-free with great new rates.,
BPI0823N002,N002,BPI E.Rodriguez Welcome Rotonda Branch,encashment,7,5,12,2025-08-23,positive,3.64,Great branch! Modern facilities and efficient service.,
BPI0823B003,B003,BPI Alabang Town Center Branch,deposit,8,6,14,2025-08-23,positive,4.29,5 stars! Will definitely return,
BPI0823N010,N010,BPI Juan Luna Recto Branch,account service,6,8,14,2025-08-23,neutral,2.49,"Facilities are clean and functional, standard bank environment.",
BPI0823N009,N009,BPI Ortigas San Miguel Branch,deposit,7,6,13,2025-08-23,neutral,2.24,"Processing times are average, neither fast nor slow.",
BPI0823N002,N002,BPI Dewey Branch,loan,9,18,27,2025-08-23,positive,3.19,Online banking platform is user-friendly and secure.,
BPI0823N006,N006,BPI Novaliches San Bartolome Branch ATM,customer service,14,17,31,2025-08-23,negative,1.79,Safe deposit box rental doubled without explanation.,
BPI0823N006,N006,BPI Navotas M. Naval Branch,deposit,2,2,4,2025-08-23,positive,4.51,Tax preparation service saved me time and money.,
BPI0823N005,N005,BPI E. Rodriguez Bagumbayan Branch,deposit,1,1,2,2025-08-23,positive,3.26,Investment advice was spot on. Made good returns this year.,
BPI0823N005,N005,BPI Quezon Avenue Delta Branch,customer service,12,19,31,2025-08-23,negative,1.02,Tax service made errors requiring amendments and fees.,
BPI0823N003,N003,BPI Leon Guinto Branch,withdrawal,4,3,7,2025-08-23,positive,3.62,Loan approval was surprisingly fast. Great rates too!,
BPI0823B002,B002,BPI Quezon Avenue Kanlaon Branch,deposit,2,1,3,2025-08-23,positive,4.07,Wonderful experience! Staff made banking easy and convenient.,
BPI0823N006,N006,BPI QC West Triangle Branch,withdrawal,1,1,2,2025-08-23,positive,4.45,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823B001,B001,BPI Bel-Air Polaris Branch,withdrawal,5,4,9,2025-08-23,positive,4.76,Refinancing process was hassle-free with great new rates.,
BPI0823N003,N003,BPI Amaia Skies Avenida Branch,withdrawal,1,1,2,2025-08-23,neutral,2.55,Security measures seem adequate for today's standards.,
BPI0823N005,N005,BPI Kalentong Branch,customer service,4,7,11,2025-08-23,neutral,2.7,"Not great, not terrible either",
BPI0823N003,N003,BPI SM Megamall Branch,deposit,1,2,3,2025-08-23,positive,3.08,Credit score monitoring service is a great value-add.,
BPI0823N004,N004,BPI Ortigas Tektite Branch,account service,5,8,13,2025-08-23,positive,3.12,Fraud protection caught suspicious activity immediately.,
BPI0823N004,N004,BPI Monumento Branch,encashment,3,2,5,2025-08-23,neutral,2.35,Account statements are clear and easy to understand.,
BPI0823B002,B002,BPI Corinthian Plaza Branch,deposit,1,1,2,2025-08-23,positive,4.43,Home loan pre-approval process was smooth and transparent.,
BPI0823N006,N006,BPI Quezon Avenue Espana Branch,withdrawal,5,5,10,2025-08-23,positive,3.96,Mortgage team was incredibly helpful throughout the process.,
BPI0823N004,N004,BPI - Taft Avenue,encashment,2,3,5,2025-08-23,positive,3.34,Quick and easy. No complaints!,
BPI0823N008,N008,BPI Roosevelt Branch,account service,7,13,20,2025-08-23,neutral,2.97,Financial planning services are basic but cover essentials.,
BPI0823N004,N004,BPI Alabang Hills Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Drive-thru service is super convenient. Never have to get out.,
BPI0823N005,N005,BPI Vito Cruz Chino Roces Branch,encashment,3,4,7,2025-08-23,positive,4.27,Quick and easy. No complaints!,
BPI0823N008,N008,BPI Roosevelt Munoz Branch,transfer,7,5,12,2025-08-23,positive,4.65,Mobile check deposit feature saves so much time.,
BPI0823N004,N004,BPI Kamias EDSA Branch,deposit,4,5,9,2025-08-23,positive,4.13,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823B003,B003,BPI Pasig Rosario Branch,customer service,5,6,11,2025-08-23,positive,3.66,Investment portfolio performance has been consistently strong.,
BPI0823N011,N011,BPI Juan Luna Recto Branch,withdrawal,1,1,2,2025-08-23,positive,4.2,Investment portfolio performance has been consistently strong.,
BPI0823N003,N003,BPI Mandaluyong Barangka,withdrawal,6,6,12,2025-08-23,neutral,2.23,Fees are disclosed upfront but add up over time.,
BPI0823N004,N004,BPI St. Ignatius Katipunan Branch,withdrawal,1,1,2,2025-08-23,positive,4.42,Quick and professional service. Highly recommended branch.,
BPI0823N005,N005,BPI J.P. Rizal Branch,deposit,3,2,5,2025-08-23,neutral,2.96,Digital features work but could use some improvements.,
BPI0823N007,N007,BPI Quezon Avenue Espana Branch,deposit,2,3,5,2025-08-23,positive,4.85,Customer loyalty program rewards are actually worthwhile.,
BPI0823N003,N003,BPI UN Avenue Branch,withdrawal,1,1,2,2025-08-23,positive,3.97,"Great location, helpful people",
BPI0823N008,N008,BPI Las Pinas Cittadella Branch,deposit,1,2,3,2025-08-23,positive,4.61,"Great location, helpful people",
BPI0823N004,N004,BPI Fort Mckinley Hill Branch,deposit,1,1,2,2025-08-23,neutral,2.86,Normal processing time. Staff did their job adequately.,
BPI0823N005,N005,BPI C3 A. Mabini Branch,encashment,8,7,15,2025-08-23,negative,1.91,ATM always broken. Need better machine maintenance.,
BPI0823N003,N003,BPI Ayala North Exchange Branch,withdrawal,4,4,8,2025-08-23,positive,3.01,Open on weekends which is very convenient for working people.,
BPI0823N011,N011,BPI Ortigas Sapphire Branch,withdrawal,4,5,9,2025-08-23,positive,3.13,Credit score monitoring service is a great value-add.,
BPI0823N003,N003,BPI Espana Blumentritt Branch,encashment,5,5,10,2025-08-23,neutral,2.87,"Services delivered as promised, nothing more or less.",
BPI0823N002,N002,BPI Legaspi Salcedo Branch,loan,8,12,20,2025-08-23,positive,3.47,5 stars! Will definitely return,
BPI0823N008,N008,BPI Buendia Malugay Branch,withdrawal,5,5,10,2025-08-23,positive,3.74,Teller was courteous and processed my request quickly.,
BPI0823N009,N009,BPI Las Pinas Cittadella Branch,transfer,7,3,10,2025-08-23,neutral,2.99,Account management tools are functional but dated.,
BPI0823N003,N003,BPI FTI Taguig Branch,deposit,7,6,13,2025-08-23,positive,4.55,"Clean facility, organized queue system. Very satisfied.",
BPI0823N008,N008,BPI Glorietta Mall Ground Level Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Quick and easy. No complaints!,
BPI0823N004,N004,BPI Amaia Skies Avenida Branch,encashment,8,5,13,2025-08-23,positive,3.88,Professional and courteous staff,
BPI0823N002,N002,BPI Bonifacio Global City Branch,withdrawal,1,1,2,2025-08-23,neutral,2.85,Technology updates happen but seem to lag behind competitors.,
BPI0823B001,B001,BPI Medical Plaza Branch,deposit,2,2,4,2025-08-23,positive,3.72,Refinancing process was hassle-free with great new rates.,
BPI0823N008,N008,BPI Pasig Amang Rodriguez Branch,encashment,6,6,12,2025-08-23,positive,3.68,Educational workshops on financial literacy were excellent.,
BPI0823N005,N005,BPI Diego Silang - Petron C5 Branch,transfer,6,4,10,2025-08-23,positive,3.93,"Parking was easy, service quick",
BPI0823B001,B001,BPI Tayuman Branch,transfer,1,1,2,2025-08-23,positive,4.93,Security measures are top-notch. Feel safe banking here.,
BPI0823B003,B003,BPI ABS-CBN Branch,withdrawal,3,4,7,2025-08-23,neutral,2.93,Services are comparable to other banks in the area.,
BPI0823N004,N004,BPI EDSA Balintawak Branch,transfer,2,1,3,2025-08-23,positive,5.0,"Clean facility, organized queue system. Very satisfied.",
BPI0823N005,N005,BPI Alabang Hills Branch,withdrawal,5,3,8,2025-08-23,positive,3.75,Best bank staff ever! Always smiling,
BPI0823N005,N005,BPI Lagro Branch,withdrawal,4,5,9,2025-08-23,positive,4.17,Quick and easy. No complaints!,
BPI0823N001,N001,BPI Ayala 6750 Branch,transfer,5,3,8,2025-08-23,neutral,2.87,Regular transaction completed. Nothing special to note.,
BPI0823N006,N006,BPI Caloocan Branch,deposit,5,5,10,2025-08-23,neutral,2.91,"Average wait time, decent staff",
BPI0823B002,B002,BPI Novaliches San Bartolome Branch ATM,transfer,1,1,2,2025-08-23,positive,4.3,Financial planning session was informative and helpful.,
BPI0823N003,N003,BPI Buendia Pasong Tamo Branch,loan,6,10,16,2025-08-23,neutral,2.57,Staff follows procedures but lacks enthusiasm for service.,
BPI0823N003,N003,BPI BF Resort Las Pinas Branch,customer service,4,5,9,2025-08-23,positive,3.57,No wait time today. Perfect!,
BPI0823B002,B002,BPI E.Rodriguez Welcome Rotonda Branch,withdrawal,1,1,2,2025-08-23,positive,4.03,Staff was patient in explaining loan details. Great service!,
BPI0823N008,N008,BPI Pasig Rosario Branch,deposit,2,2,4,2025-08-23,positive,3.46,Wealth management team exceeded my expectations completely.,
BPI0823N007,N007,BPI San Lazaro Vertex One Branch,withdrawal,1,1,2,2025-08-23,positive,3.79,Trust and estate planning services are comprehensive.,
BPI0823N006,N006,BPI Espana UST Branch,withdrawal,4,3,7,2025-08-23,positive,3.55,Business banking solutions perfectly fit our company needs.,
BPI0823N003,N003,BPI Greenbelt 5 Branch,withdrawal,1,1,2,2025-08-23,positive,3.7,Investment portfolio performance has been consistently strong.,
BPI0823N005,N005,BPI Fort Serendra Branch,deposit,6,5,11,2025-08-23,positive,4.65,24/7 customer service actually works! Got help at midnight.,
BPI0823N008,N008,BPI Ortigas Emerald Branch,deposit,3,4,7,2025-08-23,positive,4.85,Mortgage team was incredibly helpful throughout the process.,
BPI0823B001,B001,BPI Marikina Gen Ordonez Branch,withdrawal,1,1,2,2025-08-23,positive,3.86,Personalized financial advice helped me plan better.,
BPI0823B002,B002,BPI Bel-Air Paseo Branch,customer service,5,5,10,2025-08-23,positive,4.41,Wealth management team exceeded my expectations completely.,
BPI0823N010,N010,BPI Las Pinas Cittadella Branch,transfer,2,4,6,2025-08-23,positive,5.0,"Parking was easy, service quick",
BPI0823B002,B002,BPI Ayala Insular Branch,transfer,1,1,2,2025-08-23,neutral,2.95,Meh. It's fine for basic stuff,
BPI0823N004,N004,BPI Leon Guinto Branch,encashment,7,5,12,2025-08-23,positive,3.64,Fast and accurate processing. Keep up the good work!,
BPI0823N006,N006,BPI Trinoma North Branch,encashment,10,7,17,2025-08-23,positive,3.75,Amazing digital banking features! Mobile app works flawlessly.,
BPI0823N004,N004,BPI Rufino Tower Branch,withdrawal,1,1,2,2025-08-23,positive,4.9,Staff remembered my name and preferences. Personal touch appreciated.,
